,id,name,symbol,exchange,segment,created_at,updated_at,period,option_type,instrument_list
0,1,Nifty 50,NIFTY,NSE,INDEX,2025-07-23 08:24:11.916036,2025-07-23 08:24:11.916041,latest,XX,"['NIFTY25JUL31', 'NIFTYNXT5025JUL31', 'NIFTY25AUG28', 'NIFTYNXT5025AUG28', 'NIFTY25SEP25', 'NIFTYNXT5025SEP30']"
1,1,Nifty 50,NIFTY,NSE,INDEX,2025-07-23 08:24:11.916036,2025-07-23 08:24:11.916041,latest,options,"['NIFTY25JUL2424550PE', 'NIFTY25JUL2425550PE', 'NIFTY25JUL2425600PE', 'NIFTY25JUL2425650CE', 'NIFTY25JUL2425700PE', 'NIFTY25JUL2425750CE', 'NIFTY25JUL2425800CE', 'NIFTY25JUL2425800PE', 'NIFTY25JUL2425900PE', 'NIFTY25JUL2425950CE', 'NIFTY25JUL2426000CE', 'NIFTY25JUL2426000PE', 'NIFTY25JUL2426100CE', 'NIFTY25JUL2426100PE', 'NIFTY25JUL2426150PE', 'NIFTY25JUL2426200CE', 'NIFTY25JUL2426300CE', 'NIFTY25JUL2425550CE', 'NIFTY25JUL2425400PE', 'NIFTY25JUL2425400CE', 'NIFTY25JUL2424600PE', 'NIFTY25JUL2424650CE', 'NIFTY25JUL2424750PE', 'NIFTY25JUL2424800CE', 'NIFTY25JUL2424850CE', 'NIFTY25JUL2424850PE', 'NIFTY25JUL2424950CE', 'NIFTY25JUL2424950PE', 'NIFTY25JUL2425000PE', 'NIFTY25JUL2425050CE', 'NIFTY25JUL2425150CE', 'NIFTY25JUL2425150PE', 'NIFTY25JUL2425200PE', 'NIFTY25JUL2425250CE', 'NIFTY25JUL2425300PE', 'NIFTY25JUL2425350CE', 'NIFTY25JUL2426300PE', 'NIFTY25JUL2426350PE', 'NIFTY25JUL2426400CE', 'NIFTY25JUL2423250CE', 'NIFTY25JUL2423250PE', 'NIFTY25JUL2423300CE', 'NIFTY25JUL2423300PE', 'NIFTY25JUL2423350CE', 'NIFTY25JUL2423350PE', 'NIFTY25JUL2423400CE', 'NIFTY25JUL2423400PE', 'NIFTY25JUL2423450CE', 'NIFTY25JUL2423450PE', 'NIFTY25JUL2423500CE', 'NIFTY25JUL2423500PE', 'NIFTY25JUL2423550CE', 'NIFTY25JUL2423550PE', 'NIFTY25JUL2423600CE', 'NIFTY25JUL2423600PE', 'NIFTY25JUL2423200PE', 'NIFTY25JUL2423200CE', 'NIFTY25JUL2423150PE', 'NIFTY25JUL2426450PE', 'NIFTY25JUL2426500CE', 'NIFTY25JUL2426550CE', 'NIFTY25JUL2423050CE', 'NIFTY25JUL2423650PE', 'NIFTY25JUL2423700CE', 'NIFTY25JUL2423700PE', 'NIFTY25JUL2423750CE', 'NIFTY25JUL2423750PE', 'NIFTY25JUL2423800CE', 'NIFTY25JUL2423800PE', 'NIFTY25JUL2423850CE', 'NIFTY25JUL2423050PE', 'NIFTY25JUL2423100CE', 'NIFTY25JUL2423100PE', 'NIFTY25JUL2423150CE', 'NIFTY25JUL2423650CE', 'NIFTY25JUL2424550CE', 'NIFTY25JUL2426650PE', 'NIFTY25JUL2424900CE', 'NIFTY25JUL2425100CE', 'NIFTY25JUL2425250PE', 'NIFTY25JUL2425500CE', 'NIFTY25JUL2425650PE', 'NIFTY25JUL2425850PE', 'NIFTY25JUL2426050CE', 'NIFTY25JUL2426250CE', 'NIFTY25JUL2426500PE', 'NIFTY25JUL2426650CE', 'NIFTY25JUL2426750PE', 'NIFTY25JUL2423950CE', 'NIFTY25JUL2424050PE', 'NIFTY25JUL2424150PE', 'NIFTY25JUL2424250CE', 'NIFTY25JUL2424350CE', 'NIFTY25JUL2424700PE', 'NIFTY25JUL2424500CE', 'NIFTY25JUL2424300CE', 'NIFTY25JUL2423850PE', 'NIFTY25JUL2426700PE', 'NIFTY25JUL2423950PE', 'NIFTY25JUL2424650PE', 'NIFTY25JUL2425450CE', 'NIFTY25JUL2426200PE', 'NIFTY25JUL2424000PE', 'NIFTY25JUL2424400CE', 'NIFTY25JUL2424700CE', 'NIFTY25JUL2425050PE', 'NIFTY25JUL2425450PE', 'NIFTY25JUL2425850CE', 'NIFTY25JUL2426400PE', 'NIFTY25JUL2426600CE', 'NIFTY25JUL2423900CE', 'NIFTY25JUL2424100PE', 'NIFTY25JUL2424450CE', 'NIFTY25JUL2424500PE', 'NIFTY25JUL2424600CE', 'NIFTY25JUL2426450CE', 'NIFTY25JUL2426550PE', 'NIFTY25JUL2426600PE', 'NIFTY25JUL2426700CE', 'NIFTY25JUL2426750CE', 'NIFTY25JUL2423900PE', 'NIFTY25JUL2424000CE', 'NIFTY25JUL2424050CE', 'NIFTY25JUL2424100CE', 'NIFTY25JUL2424150CE', 'NIFTY25JUL2424200CE', 'NIFTY25JUL2424200PE', 'NIFTY25JUL2424250PE', 'NIFTY25JUL2424300PE', 'NIFTY25JUL2424350PE', 'NIFTY25JUL2424400PE', 'NIFTY25JUL2426350CE', 'NIFTY25JUL2426250PE', 'NIFTY25JUL2424750CE', 'NIFTY25JUL2424800PE', 'NIFTY25JUL2424900PE', 'NIFTY25JUL2425000CE', 'NIFTY25JUL2425100PE', 'NIFTY25JUL2425200CE', 'NIFTY25JUL2425300CE', 'NIFTY25JUL2425350PE', 'NIFTY25JUL2425500PE', 'NIFTY25JUL2425600CE', 'NIFTY25JUL2425700CE', 'NIFTY25JUL2425750PE', 'NIFTY25JUL2425900CE', 'NIFTY25JUL2425950PE', 'NIFTY25JUL2426050PE', 'NIFTY25JUL2426150CE', 'NIFTY25JUL2424450PE']"
2,1,Nifty 50,NIFTY,NSE,INDEX,2025-07-23 08:24:11.916036,2025-07-23 08:24:11.916041,historical,XX,"['NIFTY18AUG30', 'NIFTYIT18AUG30', 'NIFTYMID5018AUG30', 'NIFTY18SEP27', 'NIFTYIT18SEP27', 'NIFTYMID5018SEP27', 'NIFTY18OCT25', 'NIFTYIT18OCT25', 'NIFTYMID5018OCT25', 'NIFTY18NOV29', 'NIFTYIT18NOV29', 'NIFTYMID5018NOV29', 'NIFTYIT18DEC27', 'NIFTYMID5018DEC27', 'NIFTY18DEC27', 'NIFTY19JAN31', 'NIFTYIT19JAN31', 'NIFTY19FEB28', 'NIFTYIT19FEB28', 'NIFTY19MAR28', 'NIFTYIT19MAR28', 'NIFTY19APR25', 'NIFTYIT19APR25', 'NIFTY19MAY30', 'NIFTYIT19MAY30', 'NIFTY19JUN27', 'NIFTYIT19JUN27', 'NIFTYIT19JUL25', 'NIFTY19JUL25', 'NIFTY19AUG29', 'NIFTYIT19AUG29', 'NIFTY19SEP26', 'NIFTYIT19SEP26', 'NIFTY19OCT31', 'NIFTYIT19OCT31', 'NIFTY19NOV28', 'NIFTYIT19NOV28', 'NIFTY19DEC26', 'NIFTYIT19DEC26', 'NIFTYIT20JAN30', 'NIFTY20JAN30', 'NIFTY20FEB27', 'NIFTYIT20FEB27', 'NIFTYIT20MAR26', 'NIFTY20MAR26', 'NIFTY20APR30', 'NIFTYIT20APR30', 'NIFTY20MAY28', 'NIFTYIT20MAY28', 'NIFTYIT20JUN25', 'NIFTY20JUN25', 'NIFTY20JUL30', 'NIFTY20AUG27', 'NIFTY20SEP24', 'NIFTY20OCT29', 'NIFTY20NOV26', 'NIFTY20DEC31', 'NIFTY21JAN28', 'NIFTY21FEB25', 'NIFTY21MAR25', 'NIFTY21APR29', 'NIFTY21MAY27', 'NIFTY21JUN24', 'NIFTY21JUL29', 'NIFTY21AUG26', 'NIFTY21SEP30', 'NIFTY21OCT28', 'NIFTY21NOV25', 'NIFTY21DEC30', 'NIFTY22JAN27', 'NIFTY22FEB24', 'NIFTY22MAR31', 'NIFTY22APR28', 'NIFTY22MAY26', 'NIFTY22JUN30', 'NIFTY22JUL28', 'NIFTY22AUG25', 'NIFTY22SEP29', 'NIFTY22OCT27', 'NIFTY22NOV24', 'NIFTY22DEC29', 'NIFTY23JAN25', 'NIFTY23FEB23', 'NIFTY23MAR29', 'NIFTY23APR27', 'NIFTY23MAY25', 'NIFTY23JUN28', 'NIFTY23JUL27', 'NIFTY23AUG31', 'NIFTY23SEP28', 'NIFTY23OCT26', 'NIFTY23NOV30', 'NIFTY23DEC28', 'NIFTY24JAN25', 'NIFTY24FEB29', 'NIFTY24MAR28', 'NIFTY24APR25', 'NIFTY24MAY30', 'NIFTYNXT5024MAY31', 'NIFTY24JUN27', 'NIFTYNXT5024JUN28', 'NIFTY24JUL25', 'NIFTYNXT5024JUL26', 'NIFTY24AUG29', 'NIFTYNXT5024AUG30', 'NIFTY24SEP26', 'NIFTYNXT5024SEP27', 'NIFTYNXT5024OCT25', 'NIFTY24OCT31', 'NIFTY24NOV28', 'NIFTYNXT5024NOV29', 'NIFTY24DEC26', 'NIFTYNXT5024DEC27', 'NIFTY25JAN30', 'NIFTYNXT5025JAN30', 'NIFTYNXT5025JAN31', 'NIFTY25FEB27', 'NIFTYNXT5025FEB27', 'NIFTYNXT5025FEB28', 'NIFTYNXT5025MAR27', 'NIFTY25MAR27', 'NIFTY25APR24', 'NIFTYNXT5025APR24', 'NIFTYNXT5025MAY29', 'NIFTY25MAY29', 'NIFTY25JUN26', 'NIFTYNXT5025JUN26']"
3,1,Nifty 50,NIFTY,NSE,INDEX,2025-07-23 08:24:11.916036,2025-07-23 08:24:11.916041,historical,options,"['NIFTY18AUG3010700CE', 'NIFTY18AUG3011500CE', 'NIFTY18AUG3012450CE', 'NIFTY18AUG309700CE', 'NIFTY18AUG3010450PE', 'NIFTY18AUG3011250PE', 'NIFTY18AUG3012100PE', 'NIFTY18AUG309400CE', 'NIFTY18AUG3010200CE', 'NIFTY18AUG3011050CE', 'NIFTY18AUG3011850CE', 'NIFTY18AUG3013000CE', 'NIFTY18AUG3010800PE', 'NIFTY18AUG3011600PE', 'NIFTY18AUG3012600CE', 'NIFTY18AUG309900PE', 'NIFTY18AUG3010600CE', 'NIFTY18AUG3011400CE', 'NIFTY18AUG3012300CE', 'NIFTY18AUG309600CE', 'NIFTY18AUG3010350PE', 'NIFTY18AUG3011150PE', 'NIFTY18AUG3012000CE', 'NIFTY18AUG309200CE', 'NIFTY18AUG3010000PE', 'NIFTY18AUG3010950CE', 'NIFTY18AUG3011750CE', 'NIFTY18AUG3012800CE', 'NIFTY18AUG3010700PE', 'NIFTY18AUG3011500PE', 'NIFTY18AUG3012500CE', 'NIFTY18AUG309700PE', 'NIFTY18AUG3010500CE', 'NIFTY18AUG3011300CE', 'NIFTY18AUG3012150CE', 'NIFTY18AUG309400PE', 'NIFTY18AUG3010200PE', 'NIFTY18AUG3011050PE', 'NIFTY18AUG3011850PE', 'NIFTY18AUG3013000PE', 'NIFTY18AUG3010850CE', 'NIFTY18AUG3011650CE', 'NIFTY18AUG3012600PE', 'NIFTY18AUG3010600PE', 'NIFTY18AUG3011400PE', 'NIFTY18AUG3012300PE', 'NIFTY18AUG309600PE', 'NIFTY18AUG3010400CE', 'NIFTY18AUG3011200CE', 'NIFTY18AUG3012000PE', 'NIFTY18AUG309200PE', 'NIFTY18AUG3010050PE', 'NIFTY18AUG3010950PE', 'NIFTY18AUG3011750PE', 'NIFTY18AUG3012850CE', 'NIFTY18AUG3010750CE', 'NIFTY18AUG3011550CE', 'NIFTY18AUG3012500PE', 'NIFTY18AUG309800CE', 'NIFTY18AUG3010500PE', 'NIFTY18AUG3011300PE', 'NIFTY18AUG3012200CE', 'NIFTY18AUG309450CE', 'NIFTY18AUG3010300CE', 'NIFTY18AUG3011100CE', 'NIFTY18AUG3011900CE', 'NIFTY18AUG3013100CE', 'NIFTY18AUG3010850PE', 'NIFTY18AUG3011650PE', 'NIFTY18AUG3012650CE', 'NIFTY18AUG3010650CE', 'NIFTY18AUG3011450CE', 'NIFTY18AUG3012400CE', 'NIFTY18AUG309650CE', 'NIFTY18AUG3010400PE', 'NIFTY18AUG3011200PE', 'NIFTY18AUG3012050CE', 'NIFTY18AUG309300CE', 'NIFTY18AUG3010100CE', 'NIFTY18AUG3011000CE', 'NIFTY18AUG3011800CE', 'NIFTY18AUG3012900CE', 'NIFTY18AUG3010750PE', 'NIFTY18AUG3011550PE', 'NIFTY18AUG3012550CE', 'NIFTY18AUG309800PE', 'NIFTY18AUG3010550CE', 'NIFTY18AUG3011350CE', 'NIFTY18AUG3012200PE', 'NIFTY18AUG309500CE', 'NIFTY18AUG3010300PE', 'NIFTY18AUG3011100PE', 'NIFTY18AUG3011900PE', 'NIFTY18AUG309100CE', 'NIFTYCPSE18AUG302350PE', 'NIFTY18AUG3010900CE', 'NIFTY18AUG3011700CE', 'NIFTY18AUG3012700CE', 'NIFTY18AUG3010650PE', 'NIFTY18AUG3011450PE', 'NIFTY18AUG3012400PE', 'NIFTY18AUG309650PE', 'NIFTY18AUG3010450CE', 'NIFTY18AUG3011250CE', 'NIFTY18AUG3012100CE', 'NIFTY18AUG309300PE', 'NIFTY18AUG3010100PE', 'NIFTY18AUG3011000PE', 'NIFTY18AUG3011800PE', 'NIFTY18AUG3012900PE', 'NIFTY18AUG3010800CE', 'NIFTY18AUG3011600CE', 'NIFTY18AUG3012550PE', 'NIFTY18AUG309900CE', 'NIFTY18AUG3010550PE', 'NIFTY18AUG3011350PE', 'NIFTY18AUG3012250CE', 'NIFTY18AUG309500PE', 'NIFTY18AUG3010350CE', 'NIFTY18AUG3011150CE', 'NIFTY18AUG3011950CE', 'NIFTY18AUG309100PE', 'NIFTY18AUG3010000CE', 'NIFTY18AUG3010900PE', 'NIFTY18AUG3011700PE', 'NIFTY18AUG3012700PE', 'NIFTY18SEP2710250PE', 'NIFTY18SEP2711100PE', 'NIFTY18SEP2711900PE', 'NIFTY18SEP2713000CE', 'NIFTY18SEP279300CE', 'NIFTY18SEP2710900CE', 'NIFTY18SEP2711700CE', 'NIFTY18SEP2712600CE', 'NIFTY18SEP278800CE', 'NIFTY18SEP2710650PE', 'NIFTY18SEP2711450PE', 'NIFTY18SEP2712300PE', 'NIFTY18SEP278000CE', 'NIFTY18SEP279900PE', 'NIFTY18SEP2710400PE', 'NIFTY18SEP2711250CE', 'NIFTY18SEP2712050CE', 'NIFTY18SEP2713300CE', 'NIFTY18SEP279500CE', 'NIFTY18SEP2710100CE', 'NIFTY18SEP2711000PE', 'NIFTY18SEP2711800PE', 'NIFTY18SEP2712800CE', 'NIFTY18SEP279100CE']"
4,2,Nifty BANK,BANKNIFTY,NSE,INDEX,2025-07-23 08:24:11.916041,2025-07-23 08:24:11.916042,latest,XX,"['BANKNIFTY25JUL31', 'BANKNIFTY25AUG28', 'BANKNIFTY25SEP25']"
5,2,Nifty BANK,BANKNIFTY,NSE,INDEX,2025-07-23 08:24:11.916041,2025-07-23 08:24:11.916042,latest,options,"['BANKNIFTY25JUL3150400CE', 'BANKNIFTY25JUL3162300CE', 'BANKNIFTY25JUL3149500CE', 'BANKNIFTY25JUL3158000CE', 'BANKNIFTY25JUL3160100PE', 'BANKNIFTY25JUL3151000CE', 'BANKNIFTY25JUL3154400CE', 'BANKNIFTY25JUL3161200CE', 'BANKNIFTY25JUL3157400CE', 'BANKNIFTY25JUL3161300CE', 'BANKNIFTY25JUL3161100CE', 'BANKNIFTY25JUL3160000PE', 'BANKNIFTY25JUL3153700CE', 'BANKNIFTY25JUL3154800CE', 'BANKNIFTY25JUL3152500PE', 'BANKNIFTY25JUL3154200PE', 'BANKNIFTY25JUL3154400PE', 'BANKNIFTY25JUL3161900CE', 'BANKNIFTY25JUL3161000CE', 'BANKNIFTY25JUL3154300CE', 'BANKNIFTY25JUL3153900PE', 'BANKNIFTY25JUL3150500CE', 'BANKNIFTY25JUL3157700CE', 'BANKNIFTY25JUL3158600CE', 'BANKNIFTY25JUL3151200CE', 'BANKNIFTY25JUL3159200PE', 'BANKNIFTY25JUL3161600CE', 'BANKNIFTY25JUL3153800PE', 'BANKNIFTY25JUL3151300CE', 'BANKNIFTY25JUL3152200CE', 'BANKNIFTY25JUL3155100CE', 'BANKNIFTY25JUL3156100CE', 'BANKNIFTY25JUL3155800PE', 'BANKNIFTY25JUL3146500PE', 'BANKNIFTY25JUL3147000PE', 'BANKNIFTY25JUL3153400PE', 'BANKNIFTY25JUL3160100CE', 'BANKNIFTY25JUL3153500CE', 'BANKNIFTY25JUL3151400CE', 'BANKNIFTY25JUL3150200PE', 'BANKNIFTY25JUL3157500PE', 'BANKNIFTY25JUL3162000PE', 'BANKNIFTY25JUL3154600PE', 'BANKNIFTY25JUL3154900CE', 'BANKNIFTY25JUL3156300PE', 'BANKNIFTY25JUL3150700PE', 'BANKNIFTY25JUL3157200PE', 'BANKNIFTY25JUL3159500CE', 'BANKNIFTY25JUL3159700PE', 'BANKNIFTY25JUL3151900CE', 'BANKNIFTY25JUL3163000CE', 'BANKNIFTY25JUL3155200PE', 'BANKNIFTY25JUL3153700PE', 'BANKNIFTY25JUL3157700PE', 'BANKNIFTY25JUL3153600PE', 'BANKNIFTY25JUL3165000PE', 'BANKNIFTY25JUL3154700CE', 'BANKNIFTY25JUL3159700CE', 'BANKNIFTY25JUL3148500PE', 'BANKNIFTY25JUL3153800CE', 'BANKNIFTY25JUL3159400CE', 'BANKNIFTY25JUL3146000CE', 'BANKNIFTY25JUL3159900CE', 'BANKNIFTY25JUL3160200PE', 'BANKNIFTY25JUL3152100CE', 'BANKNIFTY25JUL3152800CE', 'BANKNIFTY25JUL3153300CE', 'BANKNIFTY25JUL3157000PE', 'BANKNIFTY25JUL3154500CE', 'BANKNIFTY25JUL3157800PE', 'BANKNIFTY25JUL3160000CE', 'BANKNIFTY25JUL3158200PE', 'BANKNIFTY25JUL3158800CE', 'BANKNIFTY25JUL3151400PE', 'BANKNIFTY25JUL3158700CE', 'BANKNIFTY25JUL3151800CE', 'BANKNIFTY25JUL3165000CE', 'BANKNIFTY25JUL3149300PE', 'BANKNIFTY25JUL3149700PE', 'BANKNIFTY25JUL3149000CE', 'BANKNIFTY25JUL3151600CE', 'BANKNIFTY25JUL3149000PE', 'BANKNIFTY25JUL3150100PE', 'BANKNIFTY25JUL3148000CE', 'BANKNIFTY25JUL3160600PE', 'BANKNIFTY25JUL3151700CE', 'BANKNIFTY25JUL3156500CE', 'BANKNIFTY25JUL3153100CE', 'BANKNIFTY25JUL3154900PE', 'BANKNIFTY25JUL3158400PE', 'BANKNIFTY25JUL3158500CE', 'BANKNIFTY25JUL3159000CE', 'BANKNIFTY25JUL3150200CE', 'BANKNIFTY25JUL3149200PE', 'BANKNIFTY25JUL3150900CE', 'BANKNIFTY25JUL3152000CE', 'BANKNIFTY25JUL3160600CE', 'BANKNIFTY25JUL3150000CE', 'BANKNIFTY25JUL3160200CE', 'BANKNIFTY25JUL3160300CE', 'BANKNIFTY25JUL3162200PE', 'BANKNIFTY25JUL3157500CE', 'BANKNIFTY25JUL3159600CE', 'BANKNIFTY25JUL3149600PE', 'BANKNIFTY25JUL3150000PE', 'BANKNIFTY25JUL3154000CE', 'BANKNIFTY25JUL3162100CE', 'BANKNIFTY25JUL3160900CE', 'BANKNIFTY25JUL3152500CE', 'BANKNIFTY25JUL3160900PE', 'BANKNIFTY25JUL3148000PE', 'BANKNIFTY25JUL3153000CE', 'BANKNIFTY25JUL3156700PE', 'BANKNIFTY25JUL3162400CE', 'BANKNIFTY25JUL3150800CE', 'BANKNIFTY25JUL3156500PE', 'BANKNIFTY25JUL3154800PE', 'BANKNIFTY25JUL3162000CE', 'BANKNIFTY25JUL3161800CE', 'BANKNIFTY25JUL3162200CE', 'BANKNIFTY25JUL3155100PE', 'BANKNIFTY25JUL3158100PE', 'BANKNIFTY25JUL3158300PE', 'BANKNIFTY25JUL3163500CE', 'BANKNIFTY25JUL3158000PE', 'BANKNIFTY25JUL3154600CE', 'BANKNIFTY25JUL3154100PE', 'BANKNIFTY25JUL3155300PE', 'BANKNIFTY25JUL3157100PE', 'BANKNIFTY25JUL3149500PE', 'BANKNIFTY25JUL3152000PE', 'BANKNIFTY25JUL3159200CE', 'BANKNIFTY25JUL3157400PE', 'BANKNIFTY25JUL3158400CE', 'BANKNIFTY25JUL3151100CE', 'BANKNIFTY25JUL3161600PE', 'BANKNIFTY25JUL3151500PE', 'BANKNIFTY25JUL3158500PE', 'BANKNIFTY25JUL3155700PE', 'BANKNIFTY25JUL3157900CE', 'BANKNIFTY25JUL3158100CE', 'BANKNIFTY25JUL3146000PE', 'BANKNIFTY25JUL3158200CE', 'BANKNIFTY25JUL3161700CE', 'BANKNIFTY25JUL3164500CE', 'BANKNIFTY25JUL3160400CE', 'BANKNIFTY25JUL3158900PE', 'BANKNIFTY25JUL3164000CE', 'BANKNIFTY25JUL3158300CE', 'BANKNIFTY25JUL3152600CE']"
6,2,Nifty BANK,BANKNIFTY,NSE,INDEX,2025-07-23 08:24:11.916041,2025-07-23 08:24:11.916042,historical,XX,"['BANKNIFTY18AUG30', 'BANKNIFTY18SEP27', 'BANKNIFTY18OCT25', 'BANKNIFTY18NOV29', 'BANKNIFTY18DEC27', 'BANKNIFTY19JAN31', 'BANKNIFTY19FEB28', 'BANKNIFTY19MAR28', 'BANKNIFTY19APR25', 'BANKNIFTY19MAY30', 'BANKNIFTY19JUN27', 'BANKNIFTY19JUL25', 'BANKNIFTY19AUG29', 'BANKNIFTY19SEP26', 'BANKNIFTY19OCT31', 'BANKNIFTY19NOV28', 'BANKNIFTY19DEC26', 'BANKNIFTY20JAN30', 'BANKNIFTY20FEB27', 'BANKNIFTY20MAR26', 'BANKNIFTY20APR30', 'BANKNIFTY20MAY28', 'BANKNIFTY20JUN25', 'BANKNIFTY20JUL30', 'BANKNIFTY20AUG27', 'BANKNIFTY20SEP24', 'BANKNIFTY20OCT29', 'BANKNIFTY20NOV26', 'BANKNIFTY20DEC31', 'BANKNIFTY21JAN28', 'BANKNIFTY21FEB25', 'BANKNIFTY21MAR25', 'BANKNIFTY21APR29', 'BANKNIFTY21MAY27', 'BANKNIFTY21JUN24', 'BANKNIFTY21JUL29', 'BANKNIFTY21AUG26', 'BANKNIFTY21SEP30', 'BANKNIFTY21OCT28', 'BANKNIFTY21NOV25', 'BANKNIFTY21DEC30', 'BANKNIFTY22JAN27', 'BANKNIFTY22FEB24', 'BANKNIFTY22MAR31', 'BANKNIFTY22APR28', 'BANKNIFTY22MAY26', 'BANKNIFTY22JUN30', 'BANKNIFTY22JUL28', 'BANKNIFTY22AUG25', 'BANKNIFTY22SEP29', 'BANKNIFTY22OCT27', 'BANKNIFTY22NOV24', 'BANKNIFTY22DEC29', 'BANKNIFTY23JAN25', 'BANKNIFTY23FEB23', 'BANKNIFTY23MAR29', 'BANKNIFTY23APR27', 'BANKNIFTY23MAY25', 'BANKNIFTY23JUN28', 'BANKNIFTY23JUL27', 'BANKNIFTY23AUG31', 'BANKNIFTY23SEP28', 'BANKNIFTY23OCT26', 'BANKNIFTY23NOV30', 'BANKNIFTY23DEC28', 'BANKNIFTY24JAN25', 'BANKNIFTY24FEB29', 'BANKNIFTY24MAR27', 'BANKNIFTY24APR24', 'BANKNIFTY24MAY29', 'BANKNIFTY24JUN26', 'BANKNIFTY24JUL31', 'BANKNIFTY24AUG28', 'BANKNIFTY24SEP25', 'BANKNIFTY24OCT30', 'BANKNIFTY24NOV27', 'BANKNIFTY24DEC24', 'BANKNIFTY25JAN30', 'BANKNIFTY25FEB26', 'BANKNIFTY25FEB27', 'BANKNIFTY25MAR26', 'BANKNIFTY25MAR27', 'BANKNIFTY25APR24', 'BANKNIFTY25MAY29', 'BANKNIFTY25JUN26']"
